timestamp,id_i,x_i,y_i,vx_i,vy_i,hx_i,hy_i,length_i,width_i,velocity_i_kmh,conf_i,class_i,id_j,x_j,y_j,vx_j,vy_j,hx_j,hy_j,length_j,width_j,velocity_j_kmh,conf_j,class_j,TTC_ij,TTC_ji,severity_ij,severity_ji
7.622,23.0,17.866947,41.371758,1.0265896,-0.2645697,0.05148039,-0.013267376,4.1753173,2.3540483,3.7241006,0.74743,car,27.0,11.470071,35.427826,2.8820388,1.3574355,0.1445256,0.06807131,4.117147,1.9905918,11.469788,0.8839804,car,3.077947,2.013532,21.010757,23.537518
7.622,25.0,25.160849,49.105495,1.5663323,-1.447857,0.07854687,-0.072605684,3.7545264,2.193847,7.7640533,0.66179055,car,28.0,11.719798,36.29029,2.8218338,-0.3256093,0.14150651,-0.01632833,3.6837947,2.3453817,10.244633,0.72957206,car,9.753175,9.188947,7.8290696,9.091011
7.672,23.0,17.949047,41.40933,1.0300533,-0.27223516,0.051654078,-0.013651777,4.173626,2.3527498,3.741513,0.68543273,car,27.0,11.413754,34.966927,2.9092956,1.4535203,0.14589244,0.072889686,4.1434646,1.9898969,11.690628,0.88645434,car,3.3285816,2.1438732,20.50933,23.288233
7.672,25.0,25.087315,48.73244,1.4506199,-1.4521769,0.072744235,-0.07282232,3.844014,2.2101185,7.4464965,0.57727313,car,28.0,11.762245,36.14514,2.8544354,-0.2847713,0.14314137,-0.014280426,3.7003744,2.3857853,10.324479,0.7981756,car,8.544705,8.317296,10.236878,10.843412
7.722,23.0,18.072693,41.530567,1.0349864,-0.27824935,0.051901463,-0.013953371,4.177465,2.3545172,3.7629926,0.76561046,car,27.0,11.362471,34.453632,2.908994,1.527185,0.14587732,0.07658374,4.1489024,1.9841696,11.797766,0.9076913,car,3.7980533,2.3598177,19.569487,22.861452
7.722,25.0,25.01995,48.37424,1.3371816,-1.4660434,0.06705564,-0.07351767,3.8325546,2.1980891,7.177886,0.44950095,car,28.0,11.798127,36.01634,2.906408,-0.23866247,0.14574765,-0.011968207,3.7290742,2.4125798,10.476907,0.82202554,car,7.48595,7.472527,12.346517,12.545457
7.772,23.0,18.156431,41.592644,1.0419403,-0.28094077,0.052250184,-0.014088336,4.175057,2.3526678,3.7881682,0.70938784,car,27.0,11.319818,33.942802,2.9015033,1.5975968,0.14550169,0.080114685,4.154346,1.9811012,11.881113,0.900297,car,3.9135318,2.5393457,19.339264,22.50633
7.772,25.0,24.990244,48.184536,1.2215904,-1.4754705,0.06125909,-0.07399042,3.8305798,2.191775,6.922605,0.44756478,car,28.0,11.902888,35.71015,2.9366841,-0.19918436,0.1472659,-0.009988498,3.715881,2.401152,10.538267,0.838505,car,7.1880283,8.178587,12.930912,11.132943
7.772,27.0,11.319818,33.942802,2.9015033,1.5975968,0.14550169,0.080114685,4.154346,1.9811012,11.881113,0.900297,car,28.0,11.902888,35.71015,2.9366841,-0.19918436,0.1472659,-0.009988498,3.715881,2.401152,10.538267,0.838505,car,-1.0,0.17004281,29.59288,27.17979
7.823,23.0,18.203089,41.61433,1.045171,-0.2822662,0.05241219,-0.014154804,4.170224,2.349531,3.799602,0.8153246,car,27.0,11.289196,33.56712,2.9113991,1.6832862,0.14599793,0.084411755,4.170827,1.9831631,12.05828,0.9037887,car,3.9359732,2.6084785,19.294842,22.377348
7.823,25.0,24.968702,48.077374,1.1084217,-1.4755489,0.05558402,-0.07399435,3.8349495,2.188533,6.6669025,0.41341007,car,28.0,11.999763,35.354275,2.9712925,-0.16688372,0.1490014,-0.0083687175,3.7074342,2.3831208,10.620533,0.8314844,car,7.134594,7.719806,13.02505,12.0572815
7.823,27.0,11.289196,33.56712,2.9113991,1.6832862,0.14599793,0.084411755,4.170827,1.9831631,12.05828,0.9037887,car,28.0,11.999763,35.354275,2.9712925,-0.16688372,0.1490014,-0.0083687175,3.7074342,2.3831208,10.620533,0.8314844,car,-1.0,0.13471824,29.6023,27.254831
7.873,23.0,18.236835,41.664585,1.051181,-0.27819115,0.052713573,-0.013950452,4.1693993,2.3487983,3.8164341,0.7852311,car,27.0,11.252399,33.191727,2.9163706,1.7607752,0.14624724,0.0882976,4.249365,2.0017037,12.216842,0.66689944,car,3.971702,2.6877773,19.224052,22.227024
7.873,25.0,24.879911,47.762672,0.99362165,-1.4466593,0.049827144,-0.072545625,3.8303683,2.1795077,6.334346,0.8431421,car,28.0,12.066137,34.941444,3.0663931,-0.10010641,0.15377042,-0.0050200364,3.7069874,2.3637803,10.902953,0.8405813,car,6.977303,7.091893,13.323598,13.33129
7.873,27.0,11.252399,33.191727,2.9163706,1.7607752,0.14624724,0.0882976,4.249365,2.0017037,12.216842,0.66689944,car,28.0,12.066137,34.941444,3.0663931,-0.10010641,0.15377042,-0.0050200364,3.7069874,2.3637803,10.902953,0.8405813,car,-1.0,0.05650047,29.61075,27.426273
7.923,23.0,18.307335,41.750423,1.0597092,-0.27649435,0.053141236,-0.013865362,4.1716866,2.349912,3.8438401,0.74188757,car,27.0,11.159748,32.626892,2.890176,1.8073661,0.14493366,0.09063399,4.2445836,2.0033705,12.242834,0.622475,car,4.163392,2.915791,18.841177,21.77171
7.923,25.0,24.775179,47.395016,0.88702404,-1.427401,0.044481594,-0.07157987,3.8189206,2.1653576,6.0538225,0.8273279,car,27.0,11.159748,32.626892,2.890176,1.8073661,0.14493366,0.09063399,4.2445836,2.0033705,12.242834,0.622475,car,4.7384334,4.7382236,17.797998,18.120636
7.923,27.0,11.159748,32.626892,2.890176,1.8073661,0.14493366,0.09063399,4.2445836,2.0033705,12.242834,0.622475,car,28.0,12.13332,34.648792,3.154227,-0.019041764,0.15817502,-0.00095488736,3.7050092,2.341743,11.181855,0.8606232,car,-1.0,0.11792571,29.612137,27.318007
7.973,23.0,18.374529,41.786697,1.0610548,-0.27697554,0.053208716,-0.0138894925,4.169723,2.3484776,3.848032,0.76529986,car,27.0,11.006553,31.903536,2.850659,1.8388561,0.142952,0.09221312,4.1855984,1.984917,12.221781,0.608687,car,4.425454,3.2155871,18.316095,21.170055
7.973,25.0,24.64554,46.953888,0.78097004,-1.3964757,0.039163306,-0.070029065,3.8096733,2.1524777,5.754194,0.82137537,car,27.0,11.006553,31.903536,2.850659,1.8388561,0.142952,0.09221312,4.1855984,1.984917,12.221781,0.608687,car,4.744521,4.7326403,17.77078,18.13069
7.973,27.0,11.006553,31.903536,2.850659,1.8388561,0.142952,0.09221312,4.1855984,1.984917,12.221781,0.608687,car,28.0,12.212867,34.35609,3.2524648,0.07436147,0.16310135,0.0037290049,3.7029397,2.32257,11.517771,0.8182801,car,-1.0,0.23074622,29.611013,27.109915
8.023,23.0,18.44693,41.82325,1.0601887,-0.27500996,0.05316528,-0.013790925,4.168111,2.34731,3.8424459,0.76848507,car,25.0,24.569023,46.65761,0.6843668,-1.372941,0.034318943,-0.06884888,3.8041356,2.1435633,5.5131884,0.82037896,car,6.9751916,6.4791183,13.203609,14.281231
8.023,23.0,18.44693,41.82325,1.0601887,-0.27500996,0.05316528,-0.013790925,4.168111,2.34731,3.8424459,0.76848507,car,27.0,10.8128805,31.121038,2.8181517,1.8665018,0.14132185,0.09359946,4.1029778,1.9578065,12.207261,0.63395375,car,4.056659,3.548604,19.055038,20.502165
8.023,25.0,24.569023,46.65761,0.6843668,-1.372941,0.034318943,-0.06884888,3.8041356,2.1435633,5.5131884,0.82037896,car,27.0,10.8128805,31.121038,2.8181517,1.8665018,0.14132185,0.09359946,4.1029778,1.9578065,12.207261,0.63395375,car,4.811195,4.7736716,17.625095,18.047688
8.023,27.0,10.8128805,31.121038,2.8181517,1.8665018,0.14132185,0.09359946,4.1029778,1.9578065,12.207261,0.63395375,car,28.0,12.310062,34.084972,3.3153775,0.115623854,0.16625623,0.0057981894,3.7043362,2.3021443,11.739595,0.8317807,car,-1.0,0.37624565,29.610239,26.830397
8.073,23.0,18.572382,41.925446,1.0646954,-0.2780376,0.053391278,-0.013942752,4.1725535,2.3494437,3.8595865,0.73006856,car,25.0,24.500622,46.368073,0.57686794,-1.3602977,0.028928194,-0.06821485,3.7994218,2.135469,5.309141,0.8282342,car,4.307846,4.677642,18.5524,17.88263
8.073,23.0,18.572382,41.925446,1.0646954,-0.2780376,0.053391278,-0.013942752,4.1725535,2.3494437,3.8595865,0.73006856,car,27.0,10.672641,30.452133,2.8052814,1.8957646,0.14067645,0.095066905,4.024721,1.9344903,12.232157,0.45957017,car,4.306407,3.8427258,18.555285,19.914274
8.073,25.0,24.500622,46.368073,0.57686794,-1.3602977,0.028928194,-0.06821485,3.7994218,2.135469,5.309141,0.8282342,car,27.0,10.672641,30.452133,2.8052814,1.8957646,0.14067645,0.095066905,4.024721,1.9344903,12.232157,0.45957017,car,4.816297,4.7297835,17.6047,18.136972
8.073,27.0,10.672641,30.452133,2.8052814,1.8957646,0.14067645,0.095066905,4.024721,1.9344903,12.232157,0.45957017,car,28.0,12.43731,33.852005,3.402184,0.20351578,0.17060933,0.010205707,3.706503,2.2888324,12.06189,0.8582462,car,0.16610684,0.4728353,27.277359,26.654188
8.123,23.0,18.670033,41.99627,1.0667036,-0.27432066,0.053491984,-0.013756358,4.174246,2.3500686,3.86233,0.77691877,car,25.0,24.451805,46.137657,0.46486026,-1.3479193,0.023311349,-0.06759411,3.8060963,2.1354907,5.123699,0.8297132,car,3.6553519,4.4341636,19.860332,18.361444
8.123,23.0,18.670033,41.99627,1.0667036,-0.27432066,0.053491984,-0.013756358,4.174246,2.3500686,3.86233,0.77691877,car,27.0,10.4998865,29.689682,2.7841465,1.9218156,0.13961661,0.09637329,3.921991,1.8981235,12.166507,0.56048596,car,4.59785,4.178845,17.971224,19.23733
8.123,25.0,24.451805,46.137657,0.46486026,-1.3479193,0.023311349,-0.06759411,3.8060963,2.1354907,5.123699,0.8297132,car,27.0,10.4998865,29.689682,2.7841465,1.9218156,0.13961661,0.09637329,3.921991,1.8981235,12.166507,0.56048596,car,4.9377756,4.7076993,17.351973,18.177687
8.123,27.0,10.4998865,29.689682,2.7841465,1.9218156,0.13961661,0.09637329,3.921991,1.8981235,12.166507,0.56048596,car,28.0,12.582071,33.688946,3.4835534,0.29975247,0.17468975,0.015031687,3.7145174,2.2759814,12.381601,0.88122183,car,0.5203314,0.6298358,26.564686,26.35696
8.174,23.0,18.737755,42.064034,1.063076,-0.27597514,0.053310074,-0.013839325,4.1757627,2.3506787,3.851263,0.7730357,car,25.0,24.391956,45.899395,0.35868046,-1.3427742,0.017986748,-0.0673361,3.8176308,2.1381435,4.995353,0.81199783,car,3.125437,4.21006,20.92178,18.804258
8.174,23.0,18.737755,42.064034,1.063076,-0.27597514,0.053310074,-0.013839325,4.1757627,2.3506787,3.851263,0.7730357,car,27.0,10.290201,28.790756,2.7488756,1.9313704,0.13784787,0.09685243,3.7873356,1.8419029,11.942166,0.50810575,car,4.9484887,4.5917063,17.267782,18.398039
8.174,25.0,24.391956,45.899395,0.35868046,-1.3427742,0.017986748,-0.0673361,3.8176308,2.1381435,4.995353,0.81199783,car,27.0,10.290201,28.790756,2.7488756,1.9313704,0.13784787,0.09685243,3.7873356,1.8419029,11.942166,0.50810575,car,5.464821,4.7160363,16.289045,18.14891
8.174,27.0,10.290201,28.790756,2.7488756,1.9313704,0.13784787,0.09685243,3.7873356,1.8419029,11.942166,0.50810575,car,31.0,10.764554,35.9532,0.57526034,-1.2875627,0.02884758,-0.06456741,3.9923735,2.2600887,5.096883,0.7027393,car,1.8553411,1.7999209,23.879513,23.638708
8.224,23.0,18.899607,42.273182,1.0743406,-0.28390813,0.053874955,-0.014237141,4.187466,2.3568704,3.8969972,0.8029267,car,25.0,24.29597,45.60931,0.24870376,-1.3354293,0.012471748,-0.06696777,3.8287013,2.1401095,4.8820357,0.78903395,car,2.4389749,3.8266795,22.299559,19.56703
8.224,23.0,18.899607,42.273182,1.0743406,-0.28390813,0.053874955,-0.014237141,4.187466,2.3568704,3.8969972,0.8029267,car,27.0,10.275254,28.47823,2.7756999,1.9791229,0.13919301,0.099247076,3.7279916,1.8227309,12.0821905,0.4624287,car,5.0379453,4.707487,17.090687,18.17357
8.224,25.0,24.29597,45.60931,0.24870376,-1.3354293,0.012471748,-0.06696777,3.8287013,2.1401095,4.8820357,0.78903395,car,27.0,10.275254,28.47823,2.7756999,1.9791229,0.13919301,0.099247076,3.7279916,1.8227309,12.0821905,0.4624287,car,5.343042,4.4565125,16.527563,18.676455
8.224,27.0,10.275254,28.47823,2.7756999,1.9791229,0.13919301,0.099247076,3.7279916,1.8227309,12.0821905,0.4624287,car,31.0,10.791754,35.969143,0.5808241,-1.3213837,0.029126585,-0.06626343,3.990693,2.2585113,5.2200365,0.7027393,car,1.9371611,1.9138108,23.723145,23.41663
8.274,23.0,18.994923,42.383938,1.0674686,-0.27894077,0.05353035,-0.013988042,4.193391,2.3600783,3.869555,0.7629157,car,25.0,24.241005,45.429787,0.14553632,-1.3259945,0.0072982097,-0.06649464,3.8460307,2.1454897,4.7950587,0.7844216,car,2.032253,3.6166136,23.113132,19.98373
8.274,23.0,18.994923,42.383938,1.0674686,-0.27894077,0.05353035,-0.013988042,4.193391,2.3600783,3.869555,0.7629157,car,27.0,10.242445,28.20785,2.8004518,2.0325718,0.14043425,0.10192738,3.6629543,1.804233,12.231592,0.3975261,car,5.0709276,4.771018,17.023222,18.054317
8.274,25.0,24.241005,45.429787,0.14553632,-1.3259945,0.0072982097,-0.06649464,3.8460307,2.1454897,4.7950587,0.7844216,car,27.0,10.242445,28.20785,2.8004518,2.0325718,0.14043425,0.10192738,3.6629543,1.804233,12.231592,0.3975261,car,4.301632,4.442552,18.610813,18.712471
8.324,23.0,19.054642,42.36324,1.0654302,-0.28092033,0.053428125,-0.014087312,4.188825,2.3572717,3.863919,0.7692539,car,25.0,24.16775,45.240025,0.040873773,-1.309443,0.002049697,-0.06566464,3.8674166,2.152976,4.7110596,0.7929425,car,1.6857711,2.2451594,23.80702,22.727709
8.324,23.0,19.054642,42.36324,1.0654302,-0.28092033,0.053428125,-0.014087312,4.188825,2.3572717,3.863919,0.7692539,car,27.0,10.149809,27.784826,2.806365,2.0731332,0.14073078,0.10396141,3.5645642,1.7701203,12.291123,0.45812783,car,5.157208,4.869113,16.849976,17.860966
8.324,25.0,24.16775,45.240025,0.040873773,-1.309443,0.002049697,-0.06566464,3.8674166,2.152976,4.7110596,0.7929425,car,27.0,10.149809,27.784826,2.806365,2.0731332,0.14073078,0.10396141,3.5645642,1.7701203,12.291123,0.45812783,car,4.2225018,4.361725,18.765268,18.877628
8.374,23.0,19.08006,42.336918,1.0659318,-0.27267447,0.053453285,-0.013673807,4.1800275,2.351909,3.8576148,0.74822795,car,25.0,24.0941,45.068027,-0.061544124,-1.2952377,-0.0030862533,-0.064952284,3.8855548,2.1586413,4.6644654,0.78193617,car,1.4060831,1.6989226,24.367022,23.819763
8.374,23.0,19.08006,42.336918,1.0659318,-0.27267447,0.053453285,-0.013673807,4.1800275,2.351909,3.8576148,0.74822795,car,27.0,10.129033,27.495861,2.828596,2.1246848,0.14184561,0.10654657,3.4780295,1.7468439,12.538981,0.5409646,car,5.1670475,4.89867,16.82994,17.815132
8.374,25.0,24.0941,45.068027,-0.061544124,-1.2952377,-0.0030862533,-0.064952284,3.8855548,2.1586413,4.6644654,0.78193617,car,27.0,10.129033,27.495861,2.828596,2.1246848,0.14184561,0.10654657,3.4780295,1.7468439,12.538981,0.5409646,car,4.10329,4.130494,19.001905,19.354288
8.374,28.0,13.55617,33.421738,3.9186609,0.67011815,0.1965091,0.033604417,3.9343286,2.267924,14.035985,0.71131086,car,31.0,10.86624,35.984142,0.5560773,-1.3781404,0.02788561,-0.069109604,3.9872167,2.25465,5.389435,0.61248624,car,-1.0,0.09413591,29.708757,27.069752
8.424,23.0,19.118923,42.310513,1.0693115,-0.2668199,0.05362276,-0.013380217,4.172306,2.3471994,3.863184,0.7069052,car,25.0,24.012062,44.90595,-0.16803446,-1.2864279,-0.008426424,-0.064510494,3.9022841,2.1619196,4.6684327,0.778026,car,1.1216818,1.2398161,24.937012,24.739649
8.424,23.0,19.118923,42.310513,1.0693115,-0.2668199,0.05362276,-0.013380217,4.172306,2.3471994,3.863184,0.7069052,car,27.0,10.171863,27.368744,2.8629684,2.1862245,0.14356928,0.109632604,3.4176803,1.7374157,12.948467,0.50870854,car,5.097442,4.836862,16.969755,17.96119
8.424,25.0,24.012062,44.90595,-0.16803446,-1.2864279,-0.008426424,-0.064510494,3.9022841,2.1619196,4.6684327,0.778026,car,27.0,10.171863,27.368744,2.8629684,2.1862245,0.14356928,0.109632604,3.4176803,1.7374157,12.948467,0.50870854,car,4.2790093,4.0173144,18.649904,19.603214
8.424,28.0,13.81176,33.4919,4.016464,0.7549008,0.20141363,0.037856013,3.9797852,2.2633429,14.411501,0.7279896,car,31.0,10.885324,35.980286,0.54754174,-1.4027394,0.027457574,-0.070343174,3.9854853,2.2529957,5.4662347,0.67353445,car,-1.0,0.070920154,29.729237,27.120035
8.475,23.0,19.18473,42.339817,1.0718324,-0.26514104,0.05374918,-0.013296028,4.1687565,2.3447762,3.8708742,0.74689317,car,25.0,23.922863,44.76641,-0.2695534,-1.2629737,-0.013517294,-0.06333434,3.9232042,2.1675417,4.648866,0.78657657,car,0.8358609,0.8587227,25.509912,25.50204
8.475,23.0,19.18473,42.339817,1.0718324,-0.26514104,0.05374918,-0.013296028,4.1687565,2.3447762,3.8708742,0.74689317,car,27.0,10.291604,27.411266,2.9022865,2.2556338,0.14554097,0.11311327,3.3461132,1.7142941,13.426201,0.6238474,car,4.9728174,4.7150645,17.21997,18.231266
8.475,25.0,23.922863,44.76641,-0.2695534,-1.2629737,-0.013517294,-0.06333434,3.9232042,2.1675417,4.648866,0.78657657,car,27.0,10.291604,27.411266,2.9022865,2.2556338,0.14554097,0.11311327,3.3461132,1.7142941,13.426201,0.6238474,car,4.0606804,3.9054365,19.086538,19.85334
8.525,23.0,19.264347,42.35665,1.0714455,-0.26473677,0.053729776,-0.013275756,4.1622744,2.3405344,3.8703563,0.7591126,car,25.0,23.840145,44.557404,-0.3665779,-1.240258,-0.018382782,-0.062195215,3.9178584,2.164879,4.657666,0.7839625,car,0.5947291,0.5709092,25.992874,26.07894
8.525,23.0,19.264347,42.35665,1.0714455,-0.26473677,0.053729776,-0.013275756,4.1622744,2.3405344,3.8703563,0.7591126,car,27.0,10.41877,27.463552,2.9411414,2.3147688,0.14748941,0.116078705,3.273575,1.6946104,13.804962,0.587954,car,4.8557353,4.6052613,17.454659,18.471998
8.525,25.0,23.840145,44.557404,-0.3665779,-1.240258,-0.018382782,-0.062195215,3.9178584,2.164879,4.657666,0.7839625,car,27.0,10.41877,27.463552,2.9411414,2.3147688,0.14748941,0.116078705,3.273575,1.6946104,13.804962,0.587954,car,3.8578572,3.7758396,19.493473,20.13366
8.575,23.0,19.368814,42.50029,1.0730695,-0.2602824,0.053811215,-0.013052381,4.1714735,2.3455544,3.8726547,0.732652,car,25.0,23.748852,44.320873,-0.46168455,-1.2228872,-0.023152094,-0.06132412,3.9128897,2.162551,4.709802,0.7746723,car,0.40824527,0.33886126,26.366497,26.54624
8.575,23.0,19.368814,42.50029,1.0730695,-0.2602824,0.053811215,-0.013052381,4.1714735,2.3455544,3.8726547,0.732652,car,27.0,10.592071,27.651495,2.9920216,2.37141,0.15004091,0.1189191,3.2053466,1.6856105,14.104382,0.56298566,car,4.7338676,4.5000124,17.69907,18.699314
8.575,25.0,23.748852,44.320873,-0.46168455,-1.2228872,-0.023152094,-0.06132412,3.9128897,2.162551,4.709802,0.7746723,car,27.0,10.592071,27.651495,2.9920216,2.37141,0.15004091,0.1189191,3.2053466,1.6856105,14.104382,0.56298566,car,3.6320264,3.5957658,19.948637,20.5108
8.625,23.0,19.482096,42.619324,1.0732031,-0.2616505,0.053817913,-0.013120987,4.171903,2.3451052,3.8750608,0.7703445,car,25.0,23.687271,44.251266,-0.55774695,-1.2229186,-0.027969338,-0.0613257,3.9109316,2.1616127,4.844393,0.79237777,car,0.2204209,0.13595587,26.742796,26.959196
8.625,23.0,19.482096,42.619324,1.0732031,-0.2616505,0.053817913,-0.013120987,4.171903,2.3451052,3.8750608,0.7703445,car,27.0,10.898231,28.09373,3.0705492,2.4447668,0.15397882,0.122597724,3.1921964,1.6913183,14.528514,0.55600834,car,4.46929,4.2524624,18.229548,19.218643
8.625,25.0,23.687271,44.251266,-0.55774695,-1.2229186,-0.027969338,-0.0613257,3.9109316,2.1616127,4.844393,0.79237777,car,27.0,10.898231,28.09373,3.0705492,2.4447668,0.15397882,0.122597724,3.1921964,1.6913183,14.528514,0.55600834,car,3.3613338,3.3548505,20.497747,21.01671
8.675,23.0,19.5616,42.608383,1.0767629,-0.25732347,0.05399643,-0.0129040005,4.16795,2.3424773,3.8842092,0.82716125,car,25.0,23.605207,44.14128,-0.650307,-1.2191312,-0.032610945,-0.061135776,3.9058132,2.1588264,4.9819283,0.7707374,car,0.043398567,-1.0,27.097773,29.240614
8.675,23.0,19.5616,42.608383,1.0767629,-0.25732347,0.05399643,-0.0129040005,4.16795,2.3424773,3.8842092,0.82716125,car,27.0,11.157743,28.406939,3.1371453,2.4983242,0.15731841,0.12528345,3.1750042,1.6891224,14.975886,0.537338,car,4.264681,4.059352,18.640125,19.630266
8.675,25.0,23.605207,44.14128,-0.650307,-1.2191312,-0.032610945,-0.061135776,3.9058132,2.1588264,4.9819283,0.7707374,car,27.0,11.157743,28.406939,3.1371453,2.4983242,0.15731841,0.12528345,3.1750042,1.6891224,14.975886,0.537338,car,3.542716,3.7352662,20.141054,20.279463
8.725,23.0,19.670204,42.699768,1.0792323,-0.25944042,0.054120265,-0.013010159,4.16906,2.3425562,3.8962097,0.82652974,car,27.0,11.285279,28.433765,3.176605,2.5206645,0.15929721,0.12640375,3.129291,1.6694492,15.219667,0.5281044,car,4.2223387,4.043689,18.725582,19.67519
8.775,23.0,19.771341,42.78001,1.0894414,-0.25107524,0.05463222,-0.012590671,4.175306,2.345918,3.9262748,0.8211462,car,27.0,11.692641,29.027128,3.2909172,2.5946515,0.16502962,0.13011399,3.154472,1.6864426,15.720118,0.57731545,car,3.9174266,3.7598796,19.338198,20.271603
8.826,23.0,19.836035,42.792385,1.1036158,-0.24044414,0.05534302,-0.012057552,4.1745625,2.345203,3.9682987,0.83317995,car,27.0,12.09577,29.564104,3.3982854,2.6740484,0.17041382,0.1340955,3.1730967,1.6966826,16.072607,0.6190333,car,3.6331835,3.4879603,19.909935,20.835985
8.926,27.0,12.414625,29.746712,3.4987307,2.7237697,0.17545085,0.13658889,3.1099098,1.66589,16.418987,0.59961724,car,32.0,11.590448,36.602425,3.014295,-0.05728403,0.15115786,-0.0028726223,3.8015897,2.194583,10.902122,0.75344026,car,2.1766973,1.5995784,23.481375,24.336462
8.976,23.0,20.120895,42.954315,1.1547233,-0.25901213,0.05790591,-0.012988681,4.1708045,2.3416429,4.1647854,0.752141,car,27.0,12.402469,29.507507,3.5005054,2.7056704,0.17553984,0.13568126,3.040271,1.629208,16.350183,0.62060076,car,3.6084473,3.5080178,19.969118,20.811405
8.976,27.0,12.402469,29.507507,3.5005054,2.7056704,0.17553984,0.13568126,3.040271,1.629208,16.350183,0.62060076,car,32.0,11.633166,36.51263,3.1199994,-0.053610474,0.15645862,-0.0026884044,3.7852497,2.1847923,11.275626,0.75344026,car,2.2466033,1.6214939,23.337536,24.312336
