id_i,id_j,timestamp_max_severity,class_i,class_j,severity_ij_mean,severity_ij_std,severity_ij_median,severity_ij_min,severity_ij_max,severity_ji_mean,severity_ji_std,severity_ji_median,severity_ji_min,severity_ji_max,TTC_ij_mean,TTC_ij_std,TTC_ij_median,TTC_ij_min,TTC_ij_max,TTC_ji_mean,TTC_ji_std,TTC_ji_median,TTC_ji_min,TTC_ji_max,velocity_i_kmh_max_severity,velocity_j_kmh_max_severity
22.0,23.0,10.731,car,van,26.608583,,26.608583,26.608583,26.608583,26.974537,,26.974537,26.974537,26.974537,0.92131835,,0.92131835,0.92131835,0.92131835,0.4614784,,0.4614784,0.4614784,0.4614784,26.795591,17.47234
