,timestamp,x,y,w,h,velocity_km_per_h,scale_factor,id,label,fps,sampling_period,obb_flag,conf,frame_ix,dir_vect,x_m,y_m,w_m,h_m,dir_vect_m
0,1970-01-01 00:00:02.056065393,2259.7111328125,1824.078759765625,45.29868011474609,130.34711761474608,10.25246522427955,0.017558138439032804,5,motorcyclist,19.941,0 days 00:00:00.050147936,False,0.7227949500083923,40,"[7.803434562683106, 2.914774864912033]",39.67632090214552,32.027427387664105,0.7953604965601743,2.288652736208603,[    0.13701    0.051178]
1,1970-01-01 00:00:02.106213329,2259.7111328125,1824.078759765625,45.29868011474609,130.34711761474608,10.25246522427955,0.017558138439032804,5,motorcyclist,19.941,0 days 00:00:00.050147936,False,0.41524431109428406,41,"[7.803434562683106, 2.914774864912033]",39.67632090214552,32.027427387664105,0.7953604965601743,2.288652736208603,[    0.13701    0.051178]
2,1970-01-01 00:00:02.156361265,2259.7111328125,1824.078759765625,45.29868011474609,130.34711761474608,10.25246522427955,0.017558138439032804,5,motorcyclist,19.941,0 days 00:00:00.050147936,False,0.41524431109428406,42,"[7.803434562683106, 2.914774864912033]",39.67632090214552,32.027427387664105,0.7953604965601743,2.288652736208603,[    0.13701    0.051178]
3,1970-01-01 00:00:02.206509202,2411.7205810546875,1741.4332580566406,39.97747039794922,128.41636085510254,17.337539106450564,0.01664678061032782,4,cyclist,19.941,0 days 00:00:00.050147936,False,0.6403933763504028,43,"[20.677018880844116, 5.579036094248295]",40.147383406229714,28.98925739439729,0.6654961790705354,2.1377189859315813,[    0.34421    0.092873]
4,1970-01-01 00:00:02.256657138,2411.7205810546875,1741.4332580566406,39.97747039794922,128.41636085510254,17.337539106450564,0.01664678061032782,4,cyclist,19.941,0 days 00:00:00.050147936,False,0.6403933763504028,44,"[20.677018880844116, 5.579036094248295]",40.147383406229714,28.98925739439729,0.6654961790705354,2.1377189859315813,[    0.34421    0.092873]
5,1970-01-01 00:00:02.306805074,2411.7205810546875,1741.4332580566406,39.97747039794922,128.41636085510254,17.337539106450564,0.01664678061032782,4,cyclist,19.941,0 days 00:00:00.050147936,False,0.6403933763504028,45,"[20.677018880844116, 5.579036094248295]",40.147383406229714,28.98925739439729,0.6654961790705354,2.1377189859315813,[    0.34421    0.092873]
6,1970-01-01 00:00:02.356953010,2411.7205810546875,1741.4332580566406,39.97747039794922,128.41636085510254,17.337539106450564,0.01664678061032782,4,cyclist,19.941,0 days 00:00:00.050147936,False,0.6403933763504028,46,"[20.677018880844116, 5.579036094248295]",40.147383406229714,28.98925739439729,0.6654961790705354,2.1377189859315813,[    0.34421    0.092873]
7,1970-01-01 00:00:02.407100946,2411.7205810546875,1741.4332580566406,39.97747039794922,128.41636085510254,17.337539106450564,0.01664678061032782,4,cyclist,19.941,0 days 00:00:00.050147936,False,0.6403933763504028,47,"[20.677018880844116, 5.579036094248295]",40.147383406229714,28.98925739439729,0.6654961790705354,2.1377189859315813,[    0.34421    0.092873]
8,1970-01-01 00:00:02.457248882,2411.7205810546875,1741.4332580566406,39.97747039794922,128.41636085510254,17.337539106450564,0.01664678061032782,4,cyclist,19.941,0 days 00:00:00.050147936,False,0.3580571711063385,48,"[20.677018880844116, 5.579036094248295]",40.147383406229714,28.98925739439729,0.6654961790705354,2.1377189859315813,[    0.34421    0.092873]
9,1970-01-01 00:00:02.507396818,2411.7205810546875,1741.4332580566406,39.97747039794922,128.41636085510254,17.337539106450564,0.01664678061032782,4,cyclist,19.941,0 days 00:00:00.050147936,False,0.35032087564468384,49,"[20.677018880844116, 5.579036094248295]",40.147383406229714,28.98925739439729,0.6654961790705354,2.1377189859315813,[    0.34421    0.092873]
10,1970-01-01 00:00:02.557544754,2411.7205810546875,1741.4332580566406,39.97747039794922,128.41636085510254,17.337539106450564,0.01664678061032782,4,cyclist,19.941,0 days 00:00:00.050147936,False,0.35032087564468384,50,"[20.677018880844116, 5.579036094248295]",40.147383406229714,28.98925739439729,0.6654961790705354,2.1377189859315813,[    0.34421    0.092873]
11,1970-01-01 00:00:02.657840630,1849.7140706380208,2018.8935546875,53.963944329155815,137.36659579806857,39.60862829892081,0.020073787328135893,8,cyclist,19.941,0 days 00:00:00.050147936,False,0.6591864824295044,52,"[27.664086023966473, 11.36433776219686]",37.13076687184816,40.526839854941166,1.0832607418508389,2.7574678300404343,[    0.55532     0.22813]
12,1970-01-01 00:00:02.707988566,1866.7394147600446,2026.6768624441963,53.963944329155815,137.36659579806857,35.98065196102512,0.019723634513506685,8,cyclist,19.941,0 days 00:00:00.050147936,False,0.6691475510597229,53,"[27.295285361153738, 11.112683023725237]",36.81888594868449,39.97343371182979,1.064365114855491,2.7093685298857078,[    0.53836     0.21918]
13,1970-01-01 00:00:02.758136502,1876.4185660553944,2030.6130254313036,53.963944329155815,137.36659579806857,34.571286838420086,0.019645199117029576,8,cyclist,19.941,0 days 00:00:00.050147936,False,0.6691475510597229,54,"[27.024532271255666, 10.927300450604616]",36.86261635704934,39.8917972142318,1.060132431486565,2.6985941264815754,[     0.5309     0.21467]
14,1970-01-01 00:00:02.808284439,1822.6739501953125,2083.923828125,56.42820739746094,140.54638671875,21.161954619250764,0.01585245760025827,9,motorcyclist,19.941,0 days 00:00:00.050147936,False,0.7195541858673096,55,"[21.929649353027344, 8.8308687210083]",28.893861514566446,33.03531412751946,0.8945257652268296,2.2280056363284864,[    0.34764     0.13999]
