id_i,id_j,timestamp_max_severity,class_i,class_j,severity_ij_mean,severity_ij_std,severity_ij_median,severity_ij_min,severity_ij_max,severity_ji_mean,severity_ji_std,severity_ji_median,severity_ji_min,severity_ji_max,TTC_ij_mean,TTC_ij_std,TTC_ij_median,TTC_ij_min,TTC_ij_max,TTC_ji_mean,TTC_ji_std,TTC_ji_median,TTC_ji_min,TTC_ji_max,velocity_i_kmh_max_severity,velocity_j_kmh_max_severity
6.0,12.0,15.933,pedestrian,motorcyclist,11.478787,0.76490533,11.7014475,10.516082,12.572469,11.937395,1.3525012,12.377798,9.3461685,13.128338,7.7578177,0.38035524,7.646987,7.2139444,8.236087,7.527767,0.67068976,7.308922,6.937272,8.813237,0.68108517,0.700211
