timestamp,id_i,x_i,y_i,vx_i,vy_i,hx_i,hy_i,length_i,width_i,velocity_i_kmh,conf_i,class_i,id_j,x_j,y_j,vx_j,vy_j,hx_j,hy_j,length_j,width_j,velocity_j_kmh,conf_j,class_j,TTC_ij,TTC_ji,severity_ij,severity_ji
11.834,23.0,31.851976,50.52614,-1.6108197,-1.0952663,-0.08077777,-0.054924324,4.730975,2.0820105,7.1312003,0.59740263,van,29.0,18.242195,45.15201,-0.8647654,-0.7293611,-0.043365393,-0.036575273,3.858706,2.1213562,4.085749,0.5258658,car,12.023958,12.012096,3.2395725,3.1090813
11.834,27.0,47.55482,57.057823,1.6869556,0.15921596,0.08459576,0.007984202,3.9759495,1.9477706,6.169976,0.6815414,car,31.0,38.098705,49.611385,5.589443,2.4290788,0.2802938,0.12181101,3.69097,1.96442,20.319695,0.655785,car,2.5384872,2.1362464,22.21239,23.786018
11.885,23.0,31.7482,50.44666,-1.6487632,-1.0572535,-0.08268053,-0.053018093,4.7189045,2.0764208,7.170031,0.62713784,van,24.0,25.092468,45.171337,-0.9007175,-0.77562606,-0.04516828,-0.03889532,4.2072678,1.9305431,4.27623,0.33444467,car,5.196277,5.3004117,16.936724,16.583113
11.885,23.0,31.7482,50.44666,-1.6487632,-1.0572535,-0.08268053,-0.053018093,4.7189045,2.0764208,7.170031,0.62713784,van,29.0,18.242195,45.15201,-0.8647654,-0.7293611,-0.043365393,-0.036575273,3.858706,2.1213562,4.085749,0.5621357,car,11.846675,11.729251,3.5974128,3.6768768
11.885,27.0,47.642544,57.118893,1.638623,0.11405007,0.08217203,0.0057192687,3.97419,1.9467816,5.9808784,0.6746865,car,31.0,38.94269,50.41193,5.3117824,2.3079202,0.26636994,0.11573528,3.6408887,1.9621241,19.396177,0.6737759,car,2.4461985,1.851936,22.387836,24.30142
11.935,23.0,31.67412,50.41509,-1.6828254,-1.0223062,-0.08438864,-0.05126559,4.709122,2.0723417,7.210245,0.7105791,van,29.0,18.242195,45.15201,-0.8647654,-0.7293611,-0.043365393,-0.036575273,3.858706,2.1213562,4.085749,0.570554,car,11.747306,11.498181,3.7989295,4.1407104
11.985,23.0,31.603407,50.400673,-1.7099574,-0.9786229,-0.08574923,-0.049075004,4.708672,2.073042,7.218446,0.74005276,van,29.0,18.222698,45.140038,-0.85907465,-0.7234143,-0.043080017,-0.036277056,3.8595164,2.1218019,4.0560746,0.5950572,car,11.710254,11.3069515,3.8737197,4.523082
12.035,23.0,31.513891,50.360546,-1.74755,-0.9565862,-0.08763439,-0.047969926,4.707403,2.0728788,7.303034,0.73933035,van,29.0,18.187569,45.141987,-0.8544099,-0.69728523,-0.04284609,-0.034966763,3.8601694,2.122161,3.982812,0.56203705,car,10.749704,10.73872,5.805777,5.659949
12.085,23.0,31.446398,50.40716,-1.789461,-0.9567895,-0.089736104,-0.047980122,4.7138834,2.0757325,7.445457,0.7604724,van,29.0,18.17251,45.136955,-0.84819454,-0.684894,-0.04253441,-0.03434538,3.860635,2.1224167,3.9370964,0.49927235,car,10.184963,10.57758,6.946302,5.9810853
12.135,23.0,31.361088,50.352055,-1.8284556,-0.9756472,-0.09169156,-0.04892578,4.712971,2.075331,7.606006,0.7652749,van,29.0,18.153797,45.137775,-0.84527075,-0.6835161,-0.042387795,-0.03427628,3.860981,2.122607,3.925708,0.40996754,car,9.62287,9.606854,8.08232,7.9285216
13.539,34.0,15.809662,35.517612,3.8799973,0.07648377,0.19457021,0.0038354315,3.48432,2.4291584,14.047638,0.8399878,car,35.0,17.860258,43.472904,1.8353838,-2.5058844,0.09203899,-0.1256626,3.4905798,2.3774614,11.070265,0.7293161,car,1.8560127,1.8049126,23.992037,23.93413
13.59,34.0,15.854198,35.44813,3.994209,0.11174548,0.2002976,0.0056037004,3.5251799,2.4262185,14.454594,0.46145472,car,35.0,18.307526,44.017296,1.9591432,-2.530198,0.09824515,-0.12688184,3.4661965,2.4567497,11.421245,0.7293161,car,2.0657923,1.9969214,23.59428,23.568203
13.64,34.0,15.8958645,35.36515,4.1187334,0.13846044,0.20654212,0.006943376,3.563101,2.4237425,14.896028,0.53190756,car,35.0,18.481672,44.180832,2.0528412,-2.5283706,0.10294382,-0.1267902,3.4199147,2.497352,11.630452,0.73717946,car,2.1321614,2.0782416,23.485708,23.416471
13.69,34.0,15.974436,35.192566,4.376439,0.24067321,0.2194653,0.01206904,3.583983,2.4104805,15.815313,0.5216739,car,35.0,18.516672,44.220646,2.127139,-2.5208719,0.10666965,-0.12641416,3.3828125,2.4957988,11.780835,0.7898583,car,2.314975,2.6843305,23.170687,22.210571
